Unnamed: 0,log_price,property_type,room_type,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,host_has_profile_pic,host_identity_verified,host_response_rate,instant_bookable,latitude,longitude,neighbourhood,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds,room_type_importance,pool,gym,air,parking,kitchen,tv,number_of_amenities,bed_type_importance,cancellation_policy_importance,rent_cost_index,lux,view,distance_from_most_expensive
70560,3.80666248977032,House,Private room,2,1.0,Real Bed,strict,True,LA,True,False,100.0,False,33.977366818591136,-117.88975566820712,West Covina,4,85.0,91748,1.0,1.0,2,False,False,True,True,True,True,17,2,3,2500,False,False,11924.17809333574
29120,3.218875824868201,House,Private room,1,1.0,Real Bed,flexible,False,LA,True,False,100.0,False,34.02843892708706,-117.76029488085936,,0,,,1.0,1.0,2,False,False,True,True,True,True,14,2,1,2500,False,False,11914.138640960398
58836,4.248495242049359,House,Private room,2,1.0,Real Bed,flexible,False,LA,True,True,,False,34.103639531147905,-117.79565484579796,,1,100.0,91773,1.0,1.0,2,False,False,False,False,False,False,1,2,1,2500,False,False,11907.848992575937
53436,3.2958368660043287,House,Private room,1,0.5,Real Bed,moderate,True,LA,True,False,100.0,True,34.044874947483976,-118.00375172950989,West Puente Valley,18,86.0,91746,1.0,1.0,2,False,False,True,True,True,True,16,2,2,2500,False,False,11921.598359133422
23766,4.787491742782046,House,Private room,4,1.0,Real Bed,flexible,True,LA,True,False,100.0,False,34.14691360531493,-118.81800134000264,,0,,91361,2.0,2.0,2,True,False,True,True,True,True,20,2,1,2500,False,False,11941.209436602114
55306,4.691347882229144,House,Entire home/apt,6,1.0,Real Bed,flexible,False,LA,True,False,100.0,False,34.524167462010496,-118.44210206221,,0,,91390,2.0,3.0,3,False,False,False,False,False,False,3,2,1,2500,False,False,11889.086945595682
29514,3.80666248977032,House,Private room,3,1.0,Real Bed,moderate,True,LA,True,True,100.0,True,33.9790727416165,-117.88700021449148,West Covina,1,100.0,91748,1.0,1.0,2,False,False,True,True,True,True,18,2,2,2500,False,False,11923.901795507029
73227,3.688879454113936,Apartment,Private room,2,1.0,Real Bed,moderate,True,LA,True,True,67.0,False,33.931581073752376,-118.17901373454971,Downey,2,100.0,90280,1.0,1.0,2,True,False,True,True,True,False,15,2,2,2500,False,False,11939.629546342368
56420,3.80666248977032,House,Private room,2,2.0,Real Bed,flexible,False,LA,True,False,100.0,True,34.0743382359484,-117.7741369259914,,1,100.0,91768,1.0,1.0,2,False,False,True,True,True,True,12,2,1,2500,False,False,11910.0094508007
54030,4.787491742782046,Apartment,Entire home/apt,3,1.0,Real Bed,moderate,True,LA,True,False,100.0,False,34.00903811988738,-117.81617515482309,,8,89.0,91765,1.0,1.0,3,True,False,True,True,True,True,16,2,2,2500,False,False,11918.20557209408
2565,4.23410650459726,House,Private room,3,1.0,Real Bed,flexible,True,LA,True,False,,False,33.987095246356695,-117.91683729172462,La Puente,0,,91748,1.0,2.0,2,True,False,True,True,False,False,17,2,1,2500,False,True,11924.20721009127
34968,4.584967478670572,Apartment,Entire home/apt,4,2.0,Real Bed,strict,True,LA,True,True,100.0,True,33.98902473113188,-117.93666961558034,La Puente,1,100.0,91745,2.0,2.0,3,True,False,True,True,True,True,15,2,3,2500,False,False,11924.754542018847
40044,4.007333185232471,House,Private room,1,1.5,Real Bed,strict,True,LA,True,False,100.0,False,33.97821554956348,-117.91964002207072,La Puente,17,99.0,91748,1.0,1.0,2,False,False,True,False,True,True,21,2,3,2500,False,False,11925.212556993738
27860,4.0943445622221,House,Private room,2,1.0,Real Bed,strict,False,LA,True,False,100.0,True,33.978485754303684,-117.90989518998065,La Puente,41,98.0,91748,1.0,1.0,2,False,False,True,True,False,True,10,2,3,2500,False,False,11924.819898546351
59149,3.871201010907892,House,Private room,1,1.5,Real Bed,flexible,True,LA,True,True,100.0,False,34.10618651197685,-118.76272866477764,,32,97.0,91301,1.0,1.0,2,False,False,True,True,True,False,22,2,1,2500,False,True,11943.351152077204
38330,4.382026634673881,Apartment,Entire home/apt,4,1.0,Real Bed,moderate,True,LA,True,False,100.0,False,33.98764456078892,-117.90802529011664,La Puente,6,90.0,91748,2.0,2.0,3,True,False,True,True,True,True,13,2,2,2500,False,False,11923.821244105771
47421,4.174387269895637,House,Entire home/apt,3,1.0,Real Bed,moderate,True,LA,True,True,100.0,False,34.38101118005579,-118.42166824923817,,6,90.0,91321,1.0,1.0,3,False,False,True,True,True,True,24,2,2,2500,False,False,11902.90667249164
26038,4.30406509320417,House,Private room,2,1.0,Real Bed,moderate,True,LA,True,True,100.0,False,34.11271701239956,-118.77296056437444,,11,96.0,91301,1.0,1.0,2,True,False,True,True,True,True,22,2,2,2500,False,False,11943.057998755876
36127,4.31748811353631,Apartment,Entire home/apt,2,1.0,Real Bed,flexible,False,LA,True,True,67.0,True,33.98910453948522,-117.91677750769551,La Puente,1,60.0,91748,1.0,1.0,3,True,True,True,True,True,True,17,2,1,2500,False,False,11924.001248216402
16961,4.442651256490317,House,Private room,6,2.0,Futon,flexible,False,LA,True,False,100.0,False,34.55053130566373,-117.94015647005372,,2,100.0,93543,1.0,2.0,2,True,False,True,True,True,True,16,2,1,2500,False,False,11867.928315495725
45754,4.0943445622221,Condominium,Private room,2,1.0,Real Bed,flexible,False,LA,True,True,100.0,True,34.38101650984742,-118.57352177263164,,12,97.0,91381,1.0,1.0,2,True,True,True,True,True,True,28,2,1,2500,False,True,11908.457087460722
59902,5.521460917862246,Condominium,Entire home/apt,6,2.0,Real Bed,strict,True,LA,True,True,100.0,False,33.33900666238005,-118.32742066066255,,13,98.0,90704,2.0,3.0,3,True,False,True,False,True,True,25,2,3,2500,False,True,12005.345420442189
38944,5.010635294096256,House,Private room,3,1.0,Real Bed,flexible,False,LA,True,False,100.0,False,34.10347187473989,-118.66799617184464,Topanga,0,,91302,1.0,2.0,2,True,False,True,True,True,False,15,2,1,2500,False,False,11940.173080096143
15928,4.477336814478207,Guesthouse,Entire home/apt,3,1.0,Real Bed,flexible,True,LA,True,False,100.0,False,34.26385233137363,-118.35671216573576,Sun Valley,33,98.0,91040,0.0,2.0,3,True,False,True,True,False,True,18,2,1,2500,False,False,11912.438842868012
30660,3.871201010907892,Villa,Private room,2,1.0,Real Bed,flexible,True,LA,True,True,100.0,False,34.056689913404085,-117.83781656752596,West Covina,3,100.0,91789,1.0,1.0,2,False,False,True,True,True,True,13,2,1,2500,False,False,11914.189248703462
65768,4.442651256490317,House,Private room,2,1.0,Real Bed,flexible,False,LA,True,True,100.0,True,34.082370567005206,-117.75643214578167,,20,97.0,91768,1.0,1.0,2,False,False,True,False,False,True,12,2,1,2500,False,False,11908.530127888858
14310,5.855071922202427,House,Entire home/apt,5,2.0,Real Bed,moderate,True,LA,True,True,100.0,False,34.08197725764569,-118.68488932522024,Topanga,8,100.0,91302,2.0,3.0,3,False,False,True,True,True,True,22,2,2,2500,False,True,11942.97965396979
38069,5.384495062789089,House,Entire home/apt,8,2.5,Real Bed,strict,True,LA,True,True,100.0,False,34.01355848816981,-117.80483359545448,,5,92.0,91765,3.0,5.0,3,False,False,True,True,True,True,25,2,3,2500,False,False,11917.321282998482
29774,3.688879454113936,Guesthouse,Private room,1,1.0,Real Bed,flexible,False,LA,True,False,100.0,False,33.9864501528303,-117.89335132316224,La Puente,0,,91748,1.0,1.0,2,False,False,True,False,False,True,16,2,1,2500,False,False,11923.392150464151
26632,3.912023005428147,House,Private room,4,1.0,Real Bed,moderate,True,LA,True,True,90.0,True,33.98172778441926,-117.88831028003747,West Covina,3,60.0,91748,1.0,2.0,2,False,False,True,True,True,True,21,2,2,2500,False,False,11923.681796614836
27625,3.688879454113936,House,Private room,4,3.0,Real Bed,flexible,False,LA,True,False,100.0,True,34.56191574907437,-118.05831535739404,,1,100.0,93552,3.0,3.0,2,True,False,True,True,True,False,21,2,1,2500,False,False,11871.147811952706
28810,4.07753744390572,House,Private room,3,1.0,Real Bed,flexible,False,LA,True,True,100.0,True,34.419880303745906,-118.46294249857172,,31,100.0,91351,1.0,1.0,2,False,False,True,False,False,True,19,2,1,2500,False,False,11900.462328754433
37688,3.828641396489095,House,Private room,2,1.0,Real Bed,flexible,True,LA,False,False,100.0,True,34.10507762770979,-117.7242611361002,,37,99.0,91711,1.0,1.0,2,True,False,True,True,False,False,20,2,1,2500,False,False,11905.020010356851
68084,5.293304824724492,House,Private room,4,3.0,Real Bed,flexible,False,LA,True,True,100.0,False,34.51494976327868,-118.30617955602108,,0,,91390,1.0,4.0,2,False,False,True,True,True,True,19,2,1,2500,False,False,11885.047993023822
36503,3.912023005428147,House,Private room,2,1.0,Real Bed,strict,True,LA,True,True,75.0,False,33.9874214251243,-117.9201997245128,La Puente,0,,91748,1.0,1.0,2,False,False,True,True,False,False,15,2,3,2500,False,False,11924.300138578774
34793,3.8918202981106265,House,Private room,2,1.0,Real Bed,moderate,True,LA,True,True,100.0,False,34.09975929211556,-117.80444205538436,,14,95.0,91773,1.0,1.0,2,True,False,True,True,True,True,14,2,2,2500,False,False,11908.572045229834
59740,3.871201010907892,Condominium,Private room,2,2.0,Real Bed,flexible,False,LA,True,True,100.0,False,34.40713939365143,-118.55526795203356,,0,,91355,1.0,1.0,2,True,False,True,True,True,False,24,2,1,2500,False,False,11905.131225523
29997,5.6167710976665735,Condominium,Entire home/apt,5,2.0,Real Bed,strict,True,LA,True,True,100.0,False,34.01553576704457,-117.78906876174392,,0,,91765,2.0,3.0,3,False,False,True,True,True,True,21,2,3,2500,False,False,11916.528232068276
43690,7.374629015218946,Other,Entire home/apt,16,1.0,Real Bed,strict,False,LA,True,False,100.0,False,34.321429875327965,-118.32058420097056,Sunland/Tujunga,0,,91342,1.0,2.0,3,False,False,True,True,False,False,8,2,3,2500,False,False,11905.25482783573
38320,5.940171252720432,Villa,Entire home/apt,6,1.0,Real Bed,strict,True,LA,True,False,100.0,False,34.0691460648009,-118.67154468114848,Malibu,15,89.0,90265,3.0,4.0,3,True,True,True,True,False,False,9,2,3,2500,False,True,11943.799267168662
32864,3.688879454113936,House,Private room,4,1.0,Real Bed,strict,True,LA,True,True,100.0,False,34.430751799314066,-118.54609554648458,,24,80.0,91354,1.0,2.0,2,True,False,True,True,True,True,28,2,3,2500,False,False,11902.392325510858
73936,3.912023005428147,Apartment,Private room,2,1.0,Real Bed,flexible,True,LA,True,True,100.0,False,33.98466286278141,-117.90293912040936,La Puente,0,,91748,1.0,1.0,2,True,False,True,True,True,True,16,2,1,2500,False,False,11923.932861751486
71933,3.49650756146648,House,Private room,2,1.0,Real Bed,flexible,False,LA,True,False,,False,33.97385041791348,-117.90429427768512,La Puente,0,,,1.0,1.0,2,True,False,True,True,False,False,11,2,1,2500,False,False,11925.079844155558
6828,3.912023005428147,House,Private room,5,1.0,Real Bed,flexible,False,LA,True,True,98.0,True,33.987239486641634,-117.8847070803242,La Puente,0,,91748,1.0,2.0,2,False,False,True,True,True,False,14,2,1,2500,False,False,11922.987910304611
65003,7.309881485824786,House,Entire home/apt,16,5.0,Real Bed,flexible,False,LA,True,True,76.0,False,34.25085991916618,-118.35299753368312,Sun Valley,0,,,9.0,9.0,3,False,False,False,False,False,False,1,2,1,2500,False,False,11913.62335237849
72805,4.31748811353631,House,Private room,2,1.5,Real Bed,strict,False,LA,True,True,100.0,False,34.13100111994664,-117.73308931006804,,3,100.0,91711,1.0,1.0,2,True,False,True,True,True,True,23,2,3,2500,False,True,11902.726335107893
59947,3.4011973816621555,House,Private room,1,1.0,Real Bed,strict,False,LA,True,True,100.0,False,33.98355701876264,-117.9128401964826,La Puente,0,,91748,1.0,1.0,2,False,False,True,True,True,True,20,2,3,2500,False,False,11924.416139787136
64809,4.007333185232471,Villa,Private room,2,1.0,Airbed,moderate,True,LA,True,True,100.0,False,34.46294776743268,-118.56222952382176,,9,100.0,91354,1.0,1.0,2,True,True,True,True,True,True,26,1,2,2500,False,False,11899.70179054663
5094,4.31748811353631,Townhouse,Private room,4,2.5,Real Bed,flexible,False,LA,True,True,100.0,True,34.107408973065255,-117.80194575039629,Glendora,24,98.0,91773,2.0,2.0,2,True,False,True,True,True,True,25,2,1,2500,False,False,11907.703188562144
13936,4.31748811353631,Villa,Private room,4,2.0,Real Bed,strict,True,LA,True,False,67.0,False,33.96872935617671,-117.90409246749644,West Covina,2,100.0,91748,2.0,3.0,2,False,False,True,True,True,True,28,2,3,2500,False,False,11925.591449137508
9416,4.382026634673881,House,Private room,2,1.0,Real Bed,moderate,True,LA,True,False,100.0,False,34.01187084473518,-117.80097769783043,,0,,91765,1.0,1.0,2,False,False,False,False,False,False,1,2,2,2500,False,False,11917.347328423475
58163,4.382026634673881,Apartment,Private room,3,1.0,Real Bed,flexible,True,LA,True,True,100.0,False,33.99045482815533,-117.91666483584848,La Puente,1,100.0,91748,1.0,1.0,2,True,True,True,True,True,True,18,2,1,2500,False,False,11923.860120553118
43269,2.302585092994046,House,Shared room,1,1.0,Couch,flexible,False,LA,True,False,,False,33.95690285244283,-117.97133309605404,Whittier,0,,90631,1.0,1.0,1,False,False,True,False,False,False,6,1,1,2500,False,False,11929.309867142954
40377,4.553876891600541,House,Entire home/apt,4,1.0,Real Bed,moderate,False,LA,True,True,100.0,True,34.44630617127388,-118.65294997270404,,22,100.0,91384,1.0,1.0,3,False,False,True,True,True,False,20,2,2,2500,False,False,11904.697521278937
27847,3.912023005428147,Villa,Private room,2,1.0,Real Bed,flexible,True,LA,True,False,100.0,True,33.961473202835315,-117.8416124731538,,4,100.0,91765,1.0,1.0,2,True,False,True,True,True,True,20,2,1,2500,False,False,11923.98144394288
35998,3.555348061489413,House,Private room,2,1.0,Real Bed,flexible,False,LA,True,False,100.0,True,33.98518133887701,-117.89853941625196,La Puente,6,100.0,91748,1.0,1.0,2,False,False,True,True,True,True,20,2,1,2500,False,False,11923.71533202392
36499,5.010635294096256,House,Entire home/apt,10,2.5,Real Bed,strict,True,LA,True,True,,False,34.152921675628264,-118.789205439072,,4,100.0,91301,4.0,7.0,3,False,False,True,True,True,False,14,2,3,2500,False,False,11939.550560853995
40408,4.59511985013459,House,Private room,3,1.0,Real Bed,flexible,False,LA,True,True,90.0,False,34.07670262317513,-117.77985576886373,,1,100.0,91768,1.0,2.0,2,False,False,True,True,True,True,28,2,1,2500,False,True,11909.984837683523
43090,3.912023005428147,Apartment,Private room,2,1.0,Real Bed,moderate,True,LA,True,True,80.0,False,33.98127758993555,-117.87406931309263,West Covina,2,100.0,91748,1.0,1.0,2,False,False,True,True,True,True,20,2,2,2500,False,False,11923.193111578052
19059,5.298317366548036,Yurt,Entire home/apt,2,1.0,Airbed,flexible,True,LA,True,False,100.0,False,34.10252256627777,-118.86075120583727,,2,100.0,90265,1.0,1.0,3,False,False,False,True,False,False,9,1,1,2500,False,True,11947.288262429116
73526,3.912023005428147,House,Private room,2,1.0,Real Bed,moderate,True,LA,True,False,,False,34.053055332169215,-117.78279711764463,,4,95.0,91766,1.0,1.0,2,False,False,True,True,True,False,11,2,2,2500,False,False,11912.491191164048
24593,3.4657359027997265,House,Private room,2,0.5,Real Bed,strict,False,LA,True,False,100.0,True,33.97800482385314,-117.90777937999594,La Puente,0,,91748,1.0,1.0,2,False,False,True,True,True,False,10,2,3,2500,False,False,11924.789335856123
62989,3.688879454113936,House,Private room,1,1.0,Real Bed,flexible,False,LA,True,True,,False,34.024674113303625,-117.8549456354652,West Covina,0,,91789,1.0,1.0,2,False,False,False,False,False,False,1,2,1,2500,False,False,11918.076854858196
21330,3.258096538021482,Apartment,Private room,1,1.0,Real Bed,strict,True,LA,True,True,100.0,False,34.05248920834636,-117.74722898657456,,31,97.0,91766,1.0,1.0,2,False,False,False,True,True,True,19,2,3,2500,False,False,11911.2107978739
3428,4.8283137373023015,House,Private room,2,1.0,Real Bed,flexible,False,LA,True,True,100.0,True,33.99332756549291,-117.90310645281752,La Puente,1,100.0,91748,1.0,1.0,2,True,False,True,True,False,True,18,2,1,2500,False,False,11923.060697176605
19905,4.7791234931115305,Apartment,Entire home/apt,5,1.0,Real Bed,strict,True,LA,True,True,100.0,True,33.98845161381849,-117.91630967204172,La Puente,17,89.0,91748,2.0,3.0,3,True,True,True,True,True,True,19,2,3,2500,False,False,11924.049916286423
62233,5.043425116919247,House,Private room,2,3.0,Real Bed,flexible,False,LA,True,False,100.0,False,34.63681073800749,-118.22152502458763,,0,,93536,1.0,2.0,2,True,False,True,True,True,True,14,2,1,2500,False,False,11869.551039131811
53307,3.555348061489413,Villa,Private room,2,1.0,Real Bed,strict,False,LA,True,True,100.0,True,34.02131670314788,-117.86454828438896,West Covina,14,96.0,91789,1.0,1.0,2,False,False,True,True,False,False,12,2,3,2500,False,False,11918.777438493473
16250,3.4011973816621555,House,Private room,1,1.0,Real Bed,moderate,True,LA,True,True,100.0,False,34.697384459900626,-118.15762345373956,,0,,93534,1.0,1.0,2,False,False,True,True,False,False,15,2,2,2500,False,False,11861.047117268468
53009,3.912023005428147,House,Private room,3,1.0,Real Bed,moderate,True,LA,True,True,100.0,True,34.01378299286472,-117.9891786080058,Whittier,1,100.0,91745,1.0,2.0,2,True,False,True,True,True,True,21,2,2,2500,False,False,11924.208049061574
66439,4.382026634673881,House,Private room,2,1.0,Real Bed,moderate,True,LA,True,True,100.0,False,34.15303233232593,-118.78732186515758,,16,94.0,91301,1.0,1.0,2,False,False,True,True,False,True,20,2,2,2500,False,False,11939.470807249512
68559,5.703782474656202,Condominium,Entire home/apt,7,2.0,Real Bed,flexible,True,LA,True,False,100.0,False,34.44391565871078,-118.57448185395177,,0,,91355,2.0,3.0,3,False,False,True,True,True,True,19,2,1,2500,False,False,11902.086380031333
55282,4.143134726391533,Villa,Private room,2,1.0,Real Bed,flexible,True,LA,True,False,100.0,True,33.96629278793573,-117.91441455145149,,1,100.0,91748,1.0,1.0,2,False,False,True,True,True,True,21,2,1,2500,False,False,11926.225510694465
55792,3.912023005428147,House,Private room,3,1.0,Real Bed,moderate,True,LA,True,True,,False,34.0946507123541,-117.70511717874734,,0,,91786,1.0,2.0,2,False,False,False,True,True,False,10,2,2,2500,False,False,11905.35543803102
72447,3.555348061489413,House,Private room,2,0.0,Real Bed,moderate,True,LA,True,True,100.0,True,33.990951152405245,-117.89642091360804,La Puente,0,,91748,1.0,1.0,2,False,False,True,True,True,True,11,2,2,2500,False,False,11923.050964748163
39367,3.737669618283368,House,Private room,4,1.0,Real Bed,strict,False,LA,True,True,100.0,False,34.043753556056146,-117.94612968415257,West Puente Valley,37,92.0,91744,1.0,2.0,2,False,False,True,True,True,False,16,2,3,2500,False,False,11919.558668634882
40186,4.795790545596741,Apartment,Entire home/apt,2,1.0,Real Bed,super_strict_30,True,LA,True,False,97.0,True,34.107178223140195,-117.72802305001974,,0,,93105,1.0,1.0,3,False,False,True,True,True,False,14,2,4,2500,False,True,11904.948785757895
52306,3.8918202981106265,House,Private room,2,1.0,Real Bed,strict,True,LA,True,True,100.0,False,33.97028384235361,-117.9134314138446,La Puente,4,90.0,91748,1.0,1.0,2,False,False,True,True,False,True,13,2,3,2500,False,False,11925.78401741633
4033,3.8918202981106265,House,Private room,2,1.0,Real Bed,flexible,True,LA,True,True,100.0,False,34.0733123588622,-117.72748141023648,,6,93.0,91767,1.0,1.0,2,False,False,True,True,True,True,24,2,1,2500,False,False,11908.35846244806
14722,3.80666248977032,Other,Private room,3,1.0,Real Bed,moderate,True,LA,True,False,100.0,True,34.00376104251171,-117.85172442190566,West Covina,0,,91789,1.0,2.0,2,True,False,True,True,True,True,18,2,2,2500,False,False,11920.075562524533
37198,4.804021044733257,House,Entire home/apt,4,1.0,Real Bed,moderate,True,LA,True,True,100.0,False,34.08456463068271,-117.73040258020364,,35,97.0,91767,1.0,1.0,3,False,False,True,True,True,True,24,2,2,2500,False,False,11907.32873924629
71392,3.1780538303479458,House,Private room,1,1.0,Real Bed,flexible,False,LA,True,False,70.0,True,34.57500799536653,-118.02504432767591,,0,,93552,1.0,1.0,2,False,False,False,False,True,True,9,2,1,2500,False,False,11868.588499581938
45828,5.393627546352364,House,Entire home/apt,10,3.0,Real Bed,strict,True,LA,True,False,100.0,True,33.992742454370486,-117.93379800440776,La Puente,5,88.0,91745,4.0,4.0,3,True,False,True,True,True,True,20,2,3,2500,False,False,11924.2700146446
46977,3.688879454113936,House,Private room,1,1.0,Real Bed,flexible,False,LA,True,False,0.0,True,33.98055964088555,-117.8762295174298,West Covina,0,,91748,1.0,1.0,2,False,False,True,True,True,True,11,2,1,2500,False,False,11923.346951671723
26009,3.555348061489413,House,Private room,2,1.0,Real Bed,flexible,False,LA,True,True,90.0,False,34.62461486701798,-118.2197672851085,,10,100.0,93551,1.0,1.0,2,False,False,True,True,True,True,21,2,1,2500,False,False,11870.726176925044
53626,5.272999558563747,House,Entire home/apt,3,1.0,Real Bed,strict,True,LA,True,True,100.0,False,34.11439637108632,-117.74903282774272,,25,97.0,91711,1.0,2.0,3,False,True,True,True,True,True,22,2,3,2500,False,False,11905.0077201316
51775,5.1647859739235145,House,Entire home/apt,4,2.5,Real Bed,strict,True,LA,True,True,,False,34.25727723694828,-118.3540559955027,Sun Valley,0,,91040,2.0,2.0,3,False,False,True,True,True,True,23,2,3,2500,False,False,11913.00973553252
47208,3.688879454113936,House,Private room,2,2.0,Real Bed,strict,True,LA,True,True,100.0,True,34.41172740102708,-118.45079528963028,,2,80.0,91387,1.0,1.0,2,True,False,True,True,True,True,21,2,3,2500,False,False,11900.8476897077
21417,3.2958368660043287,House,Private room,1,1.0,Real Bed,moderate,True,LA,True,True,100.0,False,33.9722611328244,-117.89402964824774,West Covina,2,90.0,91748,1.0,1.0,2,False,False,True,True,True,False,21,2,2,2500,False,False,11924.855994142505
11898,4.0943445622221,House,Private room,2,2.0,Real Bed,moderate,True,LA,True,True,100.0,False,34.008742276150066,-117.80968760857948,,6,96.0,91765,1.0,2.0,2,True,False,True,True,True,True,19,2,2,2500,False,False,11917.991732083789
69207,4.867534450455582,Townhouse,Entire home/apt,10,2.0,Real Bed,strict,True,LA,True,True,100.0,True,33.98942648462691,-117.93894712164104,La Puente,1,100.0,91745,3.0,4.0,3,True,False,True,True,True,True,22,2,3,2500,False,False,11924.799093766702
53163,5.521460917862246,House,Entire home/apt,9,2.0,Real Bed,strict,True,LA,True,True,91.0,False,33.98048494490044,-117.898174347811,La Puente,6,87.0,91748,3.0,4.0,3,False,False,True,True,True,True,17,2,3,2500,False,False,11924.17775139662
44949,3.49650756146648,House,Private room,2,0.5,Real Bed,moderate,False,LA,True,False,100.0,False,34.00498025739671,-117.97748617749193,La Puente,1,100.0,91745,1.0,1.0,2,False,False,True,True,False,False,13,2,2,2500,False,False,11924.66383448396
244,4.8283137373023015,House,Entire home/apt,4,1.0,Real Bed,moderate,True,LA,True,True,100.0,True,34.450592598629065,-118.67602554579793,,67,98.0,91384,1.0,4.0,3,False,False,True,True,True,True,18,2,2,2500,False,False,11905.098804088544
13934,5.003946305945459,Guesthouse,Entire home/apt,2,1.0,Real Bed,moderate,True,LA,True,True,100.0,False,34.10401387553937,-117.7176393481059,,64,99.0,91711,0.0,1.0,3,False,False,True,True,True,True,18,2,2,2500,False,False,11904.878572817312
19189,4.59511985013459,Apartment,Entire home/apt,4,1.0,Real Bed,strict,True,LA,True,True,96.0,False,33.990065627671235,-117.91706698311708,La Puente,1,80.0,91748,1.0,2.0,3,True,True,True,True,True,True,24,2,3,2500,False,False,11923.91465119058
73301,3.218875824868201,Bed & Breakfast,Shared room,1,0.0,Real Bed,strict,False,LA,True,False,100.0,False,34.03859123147843,-117.83822569361092,West Covina,0,,91789,1.0,1.0,1,False,False,False,False,False,False,2,2,3,2500,False,False,11916.038858129425
18386,2.8903717578961645,House,Shared room,1,1.0,Real Bed,moderate,True,LA,True,False,100.0,False,34.053441716037284,-117.73953180704493,,10,88.0,91766,1.0,1.0,1,False,False,False,False,False,False,2,2,2,2500,False,False,11910.824630186777
34806,4.4067192472642525,House,Private room,3,2.0,Real Bed,moderate,True,LA,True,True,100.0,False,34.11336009674713,-118.77495974285836,,258,99.0,91301,1.0,2.0,2,True,False,True,True,True,True,24,2,2,2500,False,False,11943.065206836913
